,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,ASM_0,ASM_45,ASM_90,ASM_135,energy_0,energy_45,energy_90,energy_135,label
0,14.774362416111334,14.820053150761849,11.988053691277816,16.36358722580362,0.9205171091139888,0.9192770119111651,0.9468481504250457,0.9104068807175462,0.11671929816331306,0.110517723744683,0.14591305830877357,0.1016412489928176,474.79181208064904,478.5571821089884,314.66778523496765,531.1344534030762,0.000302565950482852,0.0002863480761690035,0.00038837790089552124,0.00026252606034506706,0.017394422970678045,0.016921822483674846,0.01970730577464919,0.016202655965768916,Elephant
1,18.23011185682862,22.33894869600811,19.504250559289947,22.459618936087207,0.8854759240921011,0.8308181496082351,0.8634645184705493,0.8298500026634238,0.10873201095667197,0.08939050227068329,0.10982622818839867,0.09113561609834513,857.0730648771859,1264.9624341247818,1021.7378076065404,1272.1983694430094,0.00016212983399155185,0.00013841176523666333,0.00017055387895448249,0.00013886318954538313,0.012733021400734072,0.011764852962815275,0.013059627826032505,0.011784022638529812,Elephant
2,27.033109619695306,28.35331741813955,21.542953020140104,28.026440250444196,0.7228135547936839,0.694219795269434,0.8218651088457829,0.7037415331248885,0.045739434723453924,0.04440050227945464,0.05453685594431874,0.04336619030328231,1323.7502460853923,1459.127967208949,850.9736465326326,1413.73158866745,7.535296207884138e-05,7.347057428990502e-05,8.744651141846024e-05,7.415329015455245e-05,0.00868060839335823,0.008571497785679293,0.009351283944916881,0.008611230466928198,Elephant
3,8.532125279642433,13.224314220080363,10.315480984340905,12.725507860006445,0.9503562896815251,0.9102375500774046,0.9460204240439534,0.9169833821133786,0.38936238571368703,0.26658037399172235,0.3003568332732674,0.2856988282304435,389.6725279642254,691.1274717355158,414.9522595078717,639.1890004954765,0.0030122436927266143,0.0018665522750031327,0.0020333808787396154,0.0019554960514972975,0.05488391105530485,0.043203614142836855,0.04509302472378201,0.04422099107321428,Elephant
4,14.953691275170145,15.997117246972152,11.105548098435415,16.21917931624833,0.9204513029901439,0.9099876466114493,0.9520770901165667,0.9051183863365652,0.2613190975098751,0.24651963345498887,0.27757656520882673,0.24010379706222706,703.1566442953991,795.0722039548275,422.79333333338747,838.0689158146608,0.0025135754645694165,0.0020218544104424565,0.0022929737899700054,0.001981935313875226,0.05013557085113738,0.04496503542134107,0.04788500589923745,0.044518932083723955,Elephant
5,17.95780760626874,24.567767217698062,20.45033557047598,24.838205486244398,0.9046000206815348,0.8304394793240505,0.8764689630383821,0.8294077327924085,0.09091080527138054,0.06525387197418438,0.07590420577861147,0.06452318284971487,827.7968232664247,1469.0782847622443,1070.8891722598169,1478.1232827353142,0.00011452437077417092,8.9402301859431e-05,0.00010495423129097351,8.946012474841242e-05,0.010701605990418958,0.009455279047147736,0.010244717238214704,0.00945833625689066,Elephant
6,9.17239373601877,9.743344894374589,6.898523489933459,10.000900860322089,0.9546578632567453,0.9475878250112246,0.9763569128685907,0.9472851447159982,0.16949806549231583,0.15996684928753066,0.1964349283007213,0.15332959328220158,222.37659955259105,254.28250979687056,116.42085011186582,255.74343498041955,0.001506931119219094,0.0014118766968242462,0.0016537183009776594,0.0013741426967985367,0.03881921069804349,0.037574947728829196,0.04066593538795904,0.037069430759030235,Elephant
7,11.785190156601667,12.911760731500078,9.769485458614577,12.971352641774384,0.9288350714045331,0.9152712245094382,0.9578778014366351,0.9195548854294713,0.1649626176330451,0.13248251256767804,0.15670254299746794,0.13153872094418126,398.636733780831,475.9429755416895,237.45888143180164,451.89464438543456,0.0002823436381745583,0.00022061156688956308,0.00025772813036455876,0.0002158873354160676,0.016803084186379543,0.014852998582426481,0.01605391324146729,0.014693105029777321,Elephant
8,8.451991051454351,10.945678122607047,7.696599552572878,10.536732579613515,0.9217257143877354,0.8894584960983422,0.9528134527156787,0.8962756946479463,0.22567729719453397,0.17781592562492707,0.20675557891597351,0.18459074969479536,376.4007158836765,532.5730822935919,227.22017897091916,499.6729877032604,0.0014712860782047355,0.001139522774225509,0.0012347211587066024,0.0011649668742508977,0.03835734712157158,0.03375681818870832,0.03513859927069664,0.03413161107025125,Elephant
9,6.778702460850313,9.627944687176708,8.118344519016372,9.668753659745494,0.968993913137626,0.9517793691459715,0.9675909568868255,0.9502883072806789,0.28170449069973535,0.1793547938689288,0.1993360079762695,0.18117369422108232,170.8313199105219,264.8667177154308,177.4061297539292,273.0530156299398,0.0007148326651953424,0.0003722454994067077,0.00040191282674961325,0.00036683956650521285,0.026736354747709013,0.019293664747960862,0.020047763634620526,0.019153056322822548,Elephant
